name,source,source_book,best_candidate,similarity
Nauseating Breath,SC,Spell Compendium,enervating breath,0.824
Nerveskitter,SC,Spell Compendium,levitate,0.6
Net of Shadows,SC,Spell Compendium,path of shadow,0.786
Nightmare Lullaby,SC,Spell Compendium,nightmare,0.692
Nightshield,SC,Spell Compendium,shield,0.706
Nixie's Grace,SC,Spell Compendium,cat's grace,0.667
One With the Land,SC,Spell Compendium,lay of the land,0.625
One Mind,SC,Spell Compendium,arrow mind,0.667
"One Mind, Greater",SC,Spell Compendium,"command, greater",0.788
"One Mind, Lesser",SC,Spell Compendium,"confusion, lesser",0.727
Owl's Insight,SC,Spell Compendium,owl's wisdom,0.64
Panacea,SC,Spell Compendium,planar ally,0.556
Persistent Blade,SC,Spell Compendium,persistent image,0.812
Phantom Foe,SC,Spell Compendium,phantom bear,0.783
"Plane Shift, Greater",SC,Spell Compendium,"planar shift, greater",0.927
Plant Body,SC,Spell Compendium,plant growth,0.636
Portal Alarm,SC,Spell Compendium,continual flame,0.593
"Portal Alarm, Improved",SC,Spell Compendium,"blink, improved",0.595
Portal Beacon,SC,Spell Compendium,spiritual weapon,0.69
Primal Form,SC,Spell Compendium,permeable form,0.8
Prismatic Eye,SC,Spell Compendium,prismatic ray,0.846
Protection from Positive Energy,SC,Spell Compendium,protection from negative energy,0.871
ProtÃ©gÃ©,SC,Spell Compendium,protégé,0.625
Puppeteer,SC,Spell Compendium,oozepuppet,0.632
Quick March,SC,Spell Compendium,quickshift,0.571
Quick Potion,SC,Spell Compendium,inquisition,0.609
Quillfire,SC,Spell Compendium,wall of fire,0.571
Radiant Assault,SC,Spell Compendium,radiant shield,0.69
Raging Flame,SC,Spell Compendium,ring of blades,0.692
Rainbow Beam,SC,Spell Compendium,rainbow pattern,0.667
Rainbow Blast,SC,Spell Compendium,rainbow pattern,0.714
Raise From The Deep,SC,Spell Compendium,aspect of the deity,0.632
Ram's Might,SC,Spell Compendium,city's might,0.696
Rapid Burrowing,SC,Spell Compendium,acid arrow,0.64
Interplanar Telepathic Bond,SC,Spell Compendium,rary's interplanar telepathic bond,0.885
Ray of Clumsiness,SC,Spell Compendium,ray of exhaustion,0.647
Ray of Deanimation,SC,Spell Compendium,reanimation,0.759
Ray Deflection,SC,Spell Compendium,affliction,0.667
Ray of Dizziness,SC,Spell Compendium,sword of darkness,0.606
Ray of Entropy,SC,Spell Compendium,miasma of entropy,0.774
Ray of Flame,SC,Spell Compendium,blast of flame,0.769
Ray of Ice,SC,Spell Compendium,ray of hope,0.762
Ray of Light,SC,Spell Compendium,curtain of light,0.786
Ray of Sickness,SC,Spell Compendium,rain of roses,0.643
Ray of Stupidity,SC,Spell Compendium,ray of frost,0.643
Ray of Weakness,SC,Spell Compendium,symbol of weakness,0.788
Reality Maelstrom,SC,Spell Compendium,reanimation,0.571
Rebuke,SC,Spell Compendium,refuge,0.667
"Rebuke, Final",SC,Spell Compendium,reduce animal,0.615
"Rebuke, Greater",SC,Spell Compendium,"fireburst, greater",0.788
Red Tide,SC,Spell Compendium,tree stride,0.737
"Reduce Person, Greater",SC,Spell Compendium,"reduce person, mass",0.78
Reflective Disguise,SC,Spell Compendium,remove disease,0.606
"Reflective Disguise, Mass",SC,Spell Compendium,"cure critical wounds, mass",0.549
Regal Procession,SC,Spell Compendium,astral projection,0.667
Rejection,SC,Spell Compendium,resurrection,0.762
Remove Scent,SC,Spell Compendium,remove curse,0.75
Replicate Casting,SC,Spell Compendium,locate touchstone,0.588
"Resistance, Greater",SC,Spell Compendium,"restoration, greater",0.718
"Resistance, Superior",SC,Spell Compendium,resistance,0.667
Reveille,SC,Spell Compendium,veil,0.667
Reverse Arrows,SC,Spell Compendium,reverse gravity,0.621
Revive Outsider,SC,Spell Compendium,revive undead,0.714
Revivify,SC,Spell Compendium,reverse gravity,0.522
Rhino's Rush,SC,Spell Compendium,rain of roses,0.56
Righteous Aura,SC,Spell Compendium,righteous glare,0.828
Righteous Fury,SC,Spell Compendium,righteous glare,0.759
Ruby Ray of Reversal,SC,Spell Compendium,rain of embers,0.588
Ruin Delver's Fortune,SC,Spell Compendium,traveler's mount,0.595
Rushing Waters,SC,Spell Compendium,crushing despair,0.667
Rust Ray,SC,Spell Compendium,prismatic ray,0.667
Safe Clearing,SC,Spell Compendium,scale weakening,0.643
Safety,SC,Spell Compendium,insanity,0.571
Saltray,SC,Spell Compendium,sanctuary,0.625
"Sanctuary, Mass",SC,Spell Compendium,sanctuary,0.75
Sarcophagus of Stone,SC,Spell Compendium,hail of stone,0.667
Scatterspray,SC,Spell Compendium,shatter,0.632
Scintillating Sphere,SC,Spell Compendium,scintillating pattern,0.829
Scorch,SC,Spell Compendium,scorching ray,0.632
Scramble Portal,SC,Spell Compendium,seal portal,0.769
Seek Eternal Rest,SC,Spell Compendium,elemental burst,0.625
Sense Heretic,SC,Spell Compendium,smite heretic,0.769
Sensory Deprivation,SC,Spell Compendium,enervation,0.621
Serene Visage,SC,Spell Compendium,secret page,0.667
Shadow Binding,SC,Spell Compendium,binding,0.667
Shadow Cache,SC,Spell Compendium,shadow landscape,0.714
Shadow Hand,SC,Spell Compendium,shadow landscape,0.741
Shadow Mask,SC,Spell Compendium,shadow walk,0.818
Shadow Phase,SC,Spell Compendium,shadow walk,0.696
Shadow Radiance,SC,Spell Compendium,shadow guardians,0.774
Shadow Spray,SC,Spell Compendium,shadow form,0.696
Shadow Well,SC,Spell Compendium,shadow walk,0.818
Shadowblast,SC,Spell Compendium,beshadowed blast,0.815
Shadowfade,SC,Spell Compendium,shadow landscape,0.692
Shadowy Grappler,SC,Spell Compendium,shadow walk,0.667
Shard Storm,SC,Spell Compendium,arrow storm,0.727
Share Husk,SC,Spell Compendium,shades,0.625
Shatterfloor,SC,Spell Compendium,shatter,0.737
"Shield of Faith, Mass",SC,Spell Compendium,shield of faith,0.833
Shieldbearer,SC,Spell Compendium,shield,0.667
Shifting Paths,SC,Spell Compendium,stunning breath,0.621
Shock and Awe,SC,Spell Compendium,shadow landscape,0.621
Shroud of Flame,SC,Spell Compendium,crown of flame,0.759
Shroud of Undeath,SC,Spell Compendium,symbol of death,0.688
Sign,SC,Spell Compendium,vision,0.6
Silent Portal,SC,Spell Compendium,seal portal,0.75
Silverbeard,SC,Spell Compendium,silvered claws,0.64
Sink,SC,Spell Compendium,blink,0.667
Sirine's Grace,SC,Spell Compendium,cat's grace,0.64
Skeletal Guard,SC,Spell Compendium,elemental ward,0.714
Skull Watch,SC,Spell Compendium,chill touch,0.545
Slapping Hand,SC,Spell Compendium,helping hand,0.8
Slashing Darkness,SC,Spell Compendium,damning darkness,0.788
Slide,SC,Spell Compendium,sleep,0.6
"Slide, Greater",SC,Spell Compendium,"blink, greater",0.786
Slow Burn,SC,Spell Compendium,slow,0.615
Smell of Fear,SC,Spell Compendium,symbol of fear,0.815
Snakebite,SC,Spell Compendium,backbiter,0.667
Snake's Swiftness,SC,Spell Compendium,spike stones,0.621
"Snake's Swiftness, Mass",SC,Spell Compendium,"owl's wisdom, mass",0.585
Snowball Swarm,SC,Spell Compendium,elemental swarm,0.621
Snowshoes,SC,Spell Compendium,shades,0.533
"Snowshoes, Mass",SC,Spell Compendium,"heal, mass",0.64
Songbird,SC,Spell Compendium,wingbind,0.625
Sonic Blast,SC,Spell Compendium,ice blast,0.8
Sonic Rumble,SC,Spell Compendium,crumble,0.737
Sonic Snap,SC,Spell Compendium,sonic weapon,0.727
Sonic Whip,SC,Spell Compendium,sonic weapon,0.727
Sonorous Hum,SC,Spell Compendium,dolorous motes,0.615
Sound Lance,SC,Spell Compendium,guidance,0.632
Speak to Allies,SC,Spell Compendium,spark of life,0.714
Spell Engine,SC,Spell Compendium,spell resistance,0.643
Spell Enhancer,SC,Spell Compendium,spell resistance,0.733
Spell Flower,SC,Spell Compendium,shield other,0.583
"Spell Immunity, Lesser",SC,Spell Compendium,"spell immunity, greater",0.844
Spell Matrix,SC,Spell Compendium,spell turning,0.72
"Spell Matrix, Greater",SC,Spell Compendium,"dispel magic, greater",0.81
"Spell Matrix, Lesser",SC,Spell Compendium,"dispel magic, greater",0.634
Spider Curse,SC,Spell Compendium,spider climb,0.667
Spider Plague,SC,Spell Compendium,insect plague,0.692
Spider Shapes,SC,Spell Compendium,stone shape,0.667
Spiderform,SC,Spell Compendium,spider climb,0.636
Spiderskin,SC,Spell Compendium,spiderwalk,0.7
Spirit Worm,SC,Spell Compendium,spiritual weapon,0.667
Spiritjaws,SC,Spell Compendium,spiritwall,0.7
Splinterbolt,SC,Spell Compendium,disintegrate,0.583
Spontaneous Search,SC,Spell Compendium,instant search,0.688
Stabilize,SC,Spell Compendium,shambler,0.588
Stalking Brand,SC,Spell Compendium,stunning breath,0.621
Stalwart Pact,SC,Spell Compendium,stalwart path,0.923
Starvation,SC,Spell Compendium,restoration,0.762
Steeldance,SC,Spell Compendium,revenance,0.632
Stick,SC,Spell Compendium,spikes,0.545
Sticky Fingers,SC,Spell Compendium,scrying,0.571
Sticky Saddle,SC,Spell Compendium,smoke ladder,0.56
Sting Ray,SC,Spell Compendium,rusting grasp,0.727
Stolen Breath,SC,Spell Compendium,steam breath,0.8
Stone Body,SC,Spell Compendium,iron body,0.737
Stone Bones,SC,Spell Compendium,stone to flesh,0.72
"Stone Shape, Greater",SC,Spell Compendium,"bestow curse, greater",0.732
Stone Shatter,SC,Spell Compendium,stone shape,0.833
Stone Sphere,SC,Spell Compendium,stone shape,0.783
Stone Spiders,SC,Spell Compendium,stone shape,0.75
Stonehold,SC,Spell Compendium,stone tell,0.632
Strategic Charge,SC,Spell Compendium,shapechange,0.593
Strength of Stone,SC,Spell Compendium,eye of stone,0.69
Stun Ray,SC,Spell Compendium,stony grasp,0.632
"Stunning Breath, Greater",SC,Spell Compendium,stunning breath,0.769
Submerge Ship,SC,Spell Compendium,secret signs,0.56
Sudden Stalagmite,SC,Spell Compendium,secure shelter,0.516
"Invisibility, Superior",SC,Spell Compendium,invisibility sphere,0.829
Suppress Glyph,SC,Spell Compendium,ghoul glyph,0.56
Surefoot,SC,Spell Compendium,sharptooth,0.556
Surefooted Stride,SC,Spell Compendium,tree stride,0.714
"Surefooted Stride, Mass",SC,Spell Compendium,"suggestion, mass",0.615
Suspended Silence,SC,Spell Compendium,iron silence,0.621
Swamp Lung,SC,Spell Compendium,slay living,0.571
Swamp Stride,SC,Spell Compendium,flame strike,0.667
"Swim, Mass",SC,Spell Compendium,"owl's wisdom, mass",0.714
Symbol of Spell Loss,SC,Spell Compendium,symbol of sleep,0.686
Symphonic Nightmare,SC,Spell Compendium,manifest nightmare,0.703
Synostodweomer,SC,Spell Compendium,analyze dweomer,0.552
Targeting Ray,SC,Spell Compendium,antimagic ray,0.615
Telepathic Aura,SC,Spell Compendium,telepathy trap,0.759
Thunderhead,SC,Spell Compendium,halt undead,0.636
Thunderlance,SC,Spell Compendium,guidance,0.6
Thunderous Roar,SC,Spell Compendium,hideous blow,0.593
Tiger's Tooth,SC,Spell Compendium,master's touch,0.667
Towering Oak,SC,Spell Compendium,withering palm,0.615
Transcribe Symbol,SC,Spell Compendium,trap the soul,0.533
Translocation Trick,SC,Spell Compendium,transformation,0.667
Treasure Scent,SC,Spell Compendium,resurgence,0.667
Tremor,SC,Spell Compendium,remove fear,0.588
Tremorsense,SC,Spell Compendium,remove disease,0.64
Triadspell,SC,Spell Compendium,dispel law,0.6
Tsunami,SC,Spell Compendium,sunbeam,0.714
Tunnel Swallow,SC,Spell Compendium,unhallow,0.636
Undead Lieutenant,SC,Spell Compendium,undetectable alignment,0.564
Undead Torch,SC,Spell Compendium,undeath to death,0.643
Undeath's Eternal Foe,SC,Spell Compendium,death throes,0.606
Undermaster,SC,Spell Compendium,erase,0.625
Undersong,SC,Spell Compendium,hold person,0.6
Updraft,SC,Spell Compendium,desecrate,0.5
Veil of Shadow,SC,Spell Compendium,path of shadow,0.714
Vine Mine,SC,Spell Compendium,vine strike,0.7
Vipergout,SC,Spell Compendium,vigor,0.571
Viscid Glob,SC,Spell Compendium,vision,0.588
Vision of Glory,SC,Spell Compendium,crown of glory,0.759
Vortex of Teeth,SC,Spell Compendium,zone of truth,0.643
Wall of Chaos,SC,Spell Compendium,wall of thorns,0.815
Wall of Dispel Magic,SC,Spell Compendium,dispel magic,0.75
Wall of Evil,SC,Spell Compendium,wall of ice,0.783
Wall of Good,SC,Spell Compendium,wall of gloom,0.88
Wall of Greater Dispel Magic,SC,Spell Compendium,wall of gears,0.634
Wall of Law,SC,Spell Compendium,mantle of law,0.75
Wall of Light,SC,Spell Compendium,fell flight,0.75
Wall of Limbs,SC,Spell Compendium,wall of bones,0.769
Wall of Sand,SC,Spell Compendium,wall of stone,0.8
Wall of Smoke,SC,Spell Compendium,wall of stone,0.846
Wall of Water,SC,Spell Compendium,wall of gears,0.769
War Cry,SC,Spell Compendium,warcry,0.923
Warning Shout,SC,Spell Compendium,exacting shot,0.692
Weapon of Energy,SC,Spell Compendium,weapon of the deity,0.743
Weapon of Impact,SC,Spell Compendium,weapon of the deity,0.686
Weapon Shift,SC,Spell Compendium,haunt shift,0.696
Weighed in the Balance,SC,Spell Compendium,wail of the banshee,0.585
Wild Runner,SC,Spell Compendium,skyline runner,0.64
Wind At Back,SC,Spell Compendium,wind walk,0.667
Wind Tunnel,SC,Spell Compendium,winged mount,0.609
Wings of the Sea,SC,Spell Compendium,wings of air,0.714
Winter Chill,SC,Spell Compendium,wither limb,0.609
Winter's Embrace,SC,Spell Compendium,bear's endurance,0.625
Word of Balance,SC,Spell Compendium,word of recall,0.69
Word of Binding,SC,Spell Compendium,word of changing,0.774
Wounding Whispers,SC,Spell Compendium,maddening whispers,0.743
Wrathful Castigation,SC,Spell Compendium,prestidigitation,0.556
Xorn Movement,SC,Spell Compendium,atonement,0.636
Zone of Respite,SC,Spell Compendium,mantle of pure spite,0.743
Zone of Revelation,SC,Spell Compendium,zone of truth,0.645
Armageddon,book-of-exalted-deeds,Book of Exalted Deeds,major image,0.571
"Status, Greater",book-of-exalted-deeds,Book of Exalted Deeds,"shout, greater",0.759
Aberrate,book-of-vile-darkness,Book of Vile Darkness,fabricate,0.706
Absorb Mind,book-of-vile-darkness,Book of Vile Darkness,absorb weapon,0.667
Absorb Strength,book-of-vile-darkness,Book of Vile Darkness,bull's strength,0.733
Abyssal Might,book-of-vile-darkness,Book of Vile Darkness,abyssal rift,0.8
Addiction,book-of-vile-darkness,Book of Vile Darkness,affliction,0.737
Alert Bebilith,book-of-vile-darkness,Book of Vile Darkness,vulnerability,0.593
Angry Ache,book-of-vile-darkness,Book of Vile Darkness,cat's grace,0.571
Apocalypse from the Sky,book-of-vile-darkness,Book of Vile Darkness,call forth the beast,0.558
Bestow Greater Curse,book-of-vile-darkness,Book of Vile Darkness,bestow curse,0.75
Black Bag,book-of-vile-darkness,Book of Vile Darkness,black tentacles,0.583
Bodak Birth,book-of-vile-darkness,Book of Vile Darkness,backbiter,0.6
Boneblade,book-of-vile-darkness,Book of Vile Darkness,flame blade,0.6
Boneblast,book-of-vile-darkness,Book of Vile Darkness,brimstone blast,0.75
Call Dretch Horde,book-of-vile-darkness,Book of Vile Darkness,eldritch cone,0.6
Call Lemure Horde,book-of-vile-darkness,Book of Vile Darkness,call zelekhut,0.533
Call Nightmare,book-of-vile-darkness,Book of Vile Darkness,nightmare,0.783
Charnel Fire,book-of-vile-darkness,Book of Vile Darkness,faerie fire,0.696
Circle of Nausea,book-of-vile-darkness,Book of Vile Darkness,circle of death,0.774
Claws of the Bebilith,book-of-vile-darkness,Book of Vile Darkness,cloak of the sea,0.649
Claws of the Savage,book-of-vile-darkness,Book of Vile Darkness,cloak of the sea,0.743
Cloud of the Achaierai,book-of-vile-darkness,Book of Vile Darkness,blood of the martyr,0.634
Consume Likeness,book-of-vile-darkness,Book of Vile Darkness,"confusion, lesser",0.545
Cruel Disappointment,book-of-vile-darkness,Book of Vile Darkness,true domination,0.571
Crushing Fist of Spite,book-of-vile-darkness,Book of Vile Darkness,crushing despair,0.632
Curse of the Putrid Husk,book-of-vile-darkness,Book of Vile Darkness,curse of despair,0.6
Dance of Ruin,book-of-vile-darkness,Book of Vile Darkness,dance of the unicorn,0.667
Dancing Chains,book-of-vile-darkness,Book of Vile Darkness,constricting chains,0.727
Darklight,book-of-vile-darkness,Book of Vile Darkness,daylight,0.824
Death by Thorns,book-of-vile-darkness,Book of Vile Darkness,death throes,0.741
Death Grimace,book-of-vile-darkness,Book of Vile Darkness,death pact,0.696
Devil's Ego,book-of-vile-darkness,Book of Vile Darkness,devil sight,0.636
Devil's Eye,book-of-vile-darkness,Book of Vile Darkness,sniper's eye,0.609
Devil's Tail,book-of-vile-darkness,Book of Vile Darkness,easy trail,0.636
Devil's Tongue,book-of-vile-darkness,Book of Vile Darkness,evil glare,0.583
Distort Summons,book-of-vile-darkness,Book of Vile Darkness,instant summons,0.8
Distort Weapon,book-of-vile-darkness,Book of Vile Darkness,absorb weapon,0.741
Dread Word,book-of-vile-darkness,Book of Vile Darkness,death ward,0.7
Drown,book-of-vile-darkness,Book of Vile Darkness,acid arrow,0.533
Drug Resistance,book-of-vile-darkness,Book of Vile Darkness,resistance,0.8
Ectoplasmic Enhancement,book-of-vile-darkness,Book of Vile Darkness,ectoplasmic armor,0.7
Eternity of Torture,book-of-vile-darkness,Book of Vile Darkness,eye of stone,0.581
Evil Eye,book-of-vile-darkness,Book of Vile Darkness,evil glare,0.667
Evil Weather,book-of-vile-darkness,Book of Vile Darkness,vile death,0.727
Extract Drug,book-of-vile-darkness,Book of Vile Darkness,extract gift,0.75
Eye of the Beholder,book-of-vile-darkness,Book of Vile Darkness,eyes of the avoral,0.703
Eyes of the Zombie,book-of-vile-darkness,Book of Vile Darkness,eyes of the king,0.765
False Sending,book-of-vile-darkness,Book of Vile Darkness,sending,0.7
Fiendish Quickening,book-of-vile-darkness,Book of Vile Darkness,fire shuriken,0.625
Flesh Armor,book-of-vile-darkness,Book of Vile Darkness,mage armor,0.667
Flesh Ripper,book-of-vile-darkness,Book of Vile Darkness,heart ripper,0.667
Forbidden Speech,book-of-vile-darkness,Book of Vile Darkness,distort speech,0.6
Glimpse of Truth,book-of-vile-darkness,Book of Vile Darkness,zone of truth,0.69
Graz'zt's Long Grasp,book-of-vile-darkness,Book of Vile Darkness,rusting grasp,0.606
Grim Revenge,book-of-vile-darkness,Book of Vile Darkness,animal messenger,0.571
Gutwrench,book-of-vile-darkness,Book of Vile Darkness,quench,0.667
Heartache,book-of-vile-darkness,Book of Vile Darkness,heart's ease,0.667
Heartclutch,book-of-vile-darkness,Book of Vile Darkness,earthbolt,0.6
Hellfire,book-of-vile-darkness,Book of Vile Darkness,hellish horde,0.667
Hellfire Storm,book-of-vile-darkness,Book of Vile Darkness,fire storm,0.833
Hell's Power,book-of-vile-darkness,Book of Vile Darkness,hellish horde,0.64
Identify Transgressor,book-of-vile-darkness,Book of Vile Darkness,identify,0.552
Impotent Possessor,book-of-vile-darkness,Book of Vile Darkness,detect poison,0.516
Imprison Possessor,book-of-vile-darkness,Book of Vile Darkness,imprison soul,0.71
Lahm's Finger Darts,book-of-vile-darkness,Book of Vile Darkness,finger of death,0.588
Liquid Pain,book-of-vile-darkness,Book of Vile Darkness,inquisition,0.545
Love's Pain,book-of-vile-darkness,Book of Vile Darkness,ease pain,0.7
Masochism,book-of-vile-darkness,Book of Vile Darkness,exorcism,0.588
Mindrape,book-of-vile-darkness,Book of Vile Darkness,find traps,0.667
Mirror Sending,book-of-vile-darkness,Book of Vile Darkness,mending,0.667
Nether Trail,book-of-vile-darkness,Book of Vile Darkness,feather fall,0.667
No Light,book-of-vile-darkness,Book of Vile Darkness,light,0.769
